case_id,citizen_id,agency_id,case_type,status,opened_at
CASE-01701,CIT-07665,AGY-044,permit_review,under_review,2026-03-09
CASE-01702,CIT-09181,AGY-050,permit_review,open,2026-03-26
CASE-01703,CIT-01273,AGY-021,zoning_variance,pending_decision,2026-05-26
CASE-01704,CIT-05060,AGY-042,license_renewal,open,2026-02-03
CASE-01705,CIT-03214,AGY-024,benefit_application,open,2026-03-09
CASE-01706,CIT-05434,AGY-038,permit_review,pending_decision,2026-07-01
CASE-01707,CIT-04151,AGY-013,benefit_application,under_review,2026-01-04
CASE-01708,CIT-05501,AGY-008,benefit_application,pending_decision,2026-02-13
CASE-01709,CIT-07126,AGY-039,permit_review,pending_decision,2026-08-04
CASE-01710,CIT-05766,AGY-007,benefit_application,open,2026-08-16
CASE-01711,CIT-03100,AGY-030,benefit_application,pending_decision,2026-01-23
CASE-01712,CIT-02775,AGY-019,permit_review,open,2026-06-14
CASE-01713,CIT-05340,AGY-027,permit_review,closed,2026-07-20
CASE-01714,CIT-09809,AGY-030,zoning_variance,open,2026-08-10
CASE-01715,CIT-06868,AGY-026,permit_review,under_review,2026-05-24
CASE-01716,CIT-04497,AGY-024,benefit_application,open,2026-05-27
CASE-01717,CIT-09916,AGY-004,permit_review,open,2026-08-03
CASE-01718,CIT-00725,AGY-020,license_renewal,under_review,2026-08-10
CASE-01719,CIT-08033,AGY-013,benefit_application,closed,2026-05-09
CASE-01720,CIT-09772,AGY-001,permit_review,open,2026-06-23
CASE-01721,CIT-08424,AGY-020,permit_review,closed,2026-02-16
CASE-01722,CIT-01864,AGY-048,permit_review,open,2026-07-24
CASE-01723,CIT-05609,AGY-037,zoning_variance,open,2026-04-23
CASE-01724,CIT-07623,AGY-030,license_renewal,under_review,2026-01-03
CASE-01725,CIT-09030,AGY-020,license_renewal,pending_decision,2026-04-05
CASE-01726,CIT-08269,AGY-009,zoning_variance,under_review,2026-02-21
CASE-01727,CIT-02125,AGY-016,permit_review,closed,2026-08-15
CASE-01728,CIT-06954,AGY-002,zoning_variance,open,2026-02-27
CASE-01729,CIT-09917,AGY-046,permit_review,closed,2026-04-01
CASE-01730,CIT-00953,AGY-022,benefit_application,closed,2026-02-20
CASE-01731,CIT-09521,AGY-023,permit_review,under_review,2026-04-10
CASE-01732,CIT-05695,AGY-047,license_renewal,open,2026-02-03
CASE-01733,CIT-03556,AGY-043,permit_review,closed,2026-07-14
CASE-01734,CIT-09866,AGY-031,benefit_application,under_review,2026-04-22
CASE-01735,CIT-06874,AGY-035,zoning_variance,open,2026-04-22
CASE-01736,CIT-03904,AGY-017,zoning_variance,open,2026-06-16
CASE-01737,CIT-03439,AGY-001,permit_review,open,2026-01-05
CASE-01738,CIT-07210,AGY-030,permit_review,open,2026-08-24
CASE-01739,CIT-09812,AGY-027,license_renewal,closed,2026-02-06
CASE-01740,CIT-08536,AGY-017,zoning_variance,closed,2026-07-12
CASE-01741,CIT-07512,AGY-016,benefit_application,closed,2026-02-16
CASE-01742,CIT-08988,AGY-011,license_renewal,under_review,2026-04-05
CASE-01743,CIT-08273,AGY-035,license_renewal,open,2026-02-27
CASE-01744,CIT-04692,AGY-039,zoning_variance,pending_decision,2026-04-03
CASE-01745,CIT-08608,AGY-042,zoning_variance,closed,2026-01-18
CASE-01746,CIT-00672,AGY-002,license_renewal,pending_decision,2026-08-15
CASE-01747,CIT-05711,AGY-019,zoning_variance,open,2026-02-21
CASE-01748,CIT-04973,AGY-020,permit_review,open,2026-01-03
CASE-01749,CIT-05010,AGY-001,license_renewal,closed,2026-04-25
CASE-01750,CIT-00135,AGY-025,benefit_application,pending_decision,2026-07-28
CASE-01751,CIT-00140,AGY-019,permit_review,pending_decision,2026-04-13
CASE-01752,CIT-01810,AGY-013,permit_review,closed,2026-06-09
CASE-01753,CIT-01127,AGY-040,benefit_application,open,2026-07-13
CASE-01754,CIT-03280,AGY-044,permit_review,pending_decision,2026-03-22
CASE-01755,CIT-00405,AGY-029,permit_review,closed,2026-01-17
CASE-01756,CIT-06244,AGY-032,permit_review,under_review,2026-05-09
CASE-01757,CIT-05732,AGY-027,license_renewal,pending_decision,2026-02-28
CASE-01758,CIT-04408,AGY-032,benefit_application,under_review,2026-02-08
CASE-01759,CIT-05415,AGY-043,zoning_variance,closed,2026-05-22
CASE-01760,CIT-00366,AGY-034,permit_review,closed,2026-06-26
CASE-01761,CIT-02619,AGY-008,license_renewal,under_review,2026-06-02
CASE-01762,CIT-03321,AGY-029,license_renewal,pending_decision,2026-05-22
CASE-01763,CIT-03208,AGY-002,benefit_application,under_review,2026-03-19
CASE-01764,CIT-05784,AGY-017,license_renewal,pending_decision,2026-06-12
CASE-01765,CIT-06190,AGY-033,benefit_application,open,2026-04-12
CASE-01766,CIT-04064,AGY-039,license_renewal,open,2026-01-26
CASE-01767,CIT-05551,AGY-015,permit_review,closed,2026-01-14
CASE-01768,CIT-01038,AGY-029,license_renewal,pending_decision,2026-06-08
CASE-01769,CIT-04905,AGY-022,permit_review,pending_decision,2026-06-17
CASE-01770,CIT-08330,AGY-026,zoning_variance,under_review,2026-06-01
CASE-01771,CIT-02157,AGY-021,zoning_variance,open,2026-02-10
CASE-01772,CIT-00879,AGY-025,license_renewal,under_review,2026-04-28
CASE-01773,CIT-05432,AGY-050,zoning_variance,closed,2026-04-03
CASE-01774,CIT-01199,AGY-028,zoning_variance,under_review,2026-01-20
CASE-01775,CIT-09352,AGY-008,license_renewal,under_review,2026-01-26
CASE-01776,CIT-01093,AGY-022,license_renewal,under_review,2026-04-01
CASE-01777,CIT-04707,AGY-033,benefit_application,pending_decision,2026-05-26
CASE-01778,CIT-07567,AGY-047,benefit_application,closed,2026-03-19
CASE-01779,CIT-02652,AGY-001,zoning_variance,pending_decision,2026-01-13
CASE-01780,CIT-00251,AGY-049,benefit_application,pending_decision,2026-08-25
CASE-01781,CIT-01492,AGY-032,permit_review,open,2026-01-14
CASE-01782,CIT-01002,AGY-007,zoning_variance,pending_decision,2026-01-28
CASE-01783,CIT-09880,AGY-022,zoning_variance,open,2026-06-11
CASE-01784,CIT-01125,AGY-005,benefit_application,closed,2026-05-10
CASE-01785,CIT-05892,AGY-041,permit_review,pending_decision,2026-04-05
CASE-01786,CIT-00166,AGY-018,zoning_variance,open,2026-02-18
CASE-01787,CIT-00945,AGY-017,license_renewal,closed,2026-03-27
CASE-01788,CIT-04129,AGY-048,permit_review,pending_decision,2026-06-23
CASE-01789,CIT-02030,AGY-027,permit_review,open,2026-03-18
CASE-01790,CIT-02325,AGY-001,license_renewal,open,2026-05-09
CASE-01791,CIT-05100,AGY-008,permit_review,under_review,2026-08-27
CASE-01792,CIT-06754,AGY-004,permit_review,under_review,2026-05-26
CASE-01793,CIT-08797,AGY-026,license_renewal,open,2026-06-03
CASE-01794,CIT-06133,AGY-043,license_renewal,closed,2026-04-11
CASE-01795,CIT-05040,AGY-006,license_renewal,open,2026-05-11
CASE-01796,CIT-04422,AGY-016,benefit_application,under_review,2026-05-14
CASE-01797,CIT-09740,AGY-001,zoning_variance,under_review,2026-06-24
CASE-01798,CIT-08253,AGY-022,zoning_variance,pending_decision,2026-07-19
CASE-01799,CIT-04387,AGY-032,permit_review,closed,2026-08-21
CASE-01800,CIT-00897,AGY-039,zoning_variance,under_review,2026-03-08
CASE-01801,CIT-01098,AGY-042,zoning_variance,pending_decision,2026-02-19
CASE-01802,CIT-03384,AGY-028,benefit_application,pending_decision,2026-03-18
CASE-01803,CIT-09759,AGY-002,benefit_application,closed,2026-04-18
CASE-01804,CIT-06349,AGY-009,license_renewal,under_review,2026-07-04
CASE-01805,CIT-00171,AGY-018,zoning_variance,open,2026-05-08
CASE-01806,CIT-05035,AGY-005,permit_review,under_review,2026-04-19
CASE-01807,CIT-06388,AGY-044,permit_review,pending_decision,2026-01-15
CASE-01808,CIT-02949,AGY-028,benefit_application,closed,2026-01-16
CASE-01809,CIT-00459,AGY-007,license_renewal,pending_decision,2026-02-10
CASE-01810,CIT-09594,AGY-036,license_renewal,under_review,2026-06-11
CASE-01811,CIT-00229,AGY-015,permit_review,open,2026-08-02
CASE-01812,CIT-07589,AGY-006,permit_review,under_review,2026-02-20
CASE-01813,CIT-00733,AGY-030,zoning_variance,closed,2026-06-06
CASE-01814,CIT-02242,AGY-049,zoning_variance,open,2026-07-01
CASE-01815,CIT-03246,AGY-010,benefit_application,under_review,2026-01-11
CASE-01816,CIT-02702,AGY-024,license_renewal,under_review,2026-04-15
CASE-01817,CIT-07316,AGY-008,permit_review,closed,2026-06-23
CASE-01818,CIT-03026,AGY-035,benefit_application,open,2026-03-13
CASE-01819,CIT-07130,AGY-025,benefit_application,closed,2026-07-05
CASE-01820,CIT-05367,AGY-032,zoning_variance,closed,2026-04-15
CASE-01821,CIT-09246,AGY-042,permit_review,closed,2026-06-05
CASE-01822,CIT-08044,AGY-016,license_renewal,under_review,2026-01-06
CASE-01823,CIT-02309,AGY-001,permit_review,pending_decision,2026-02-14
CASE-01824,CIT-05235,AGY-035,permit_review,under_review,2026-01-18
CASE-01825,CIT-08624,AGY-043,zoning_variance,closed,2026-08-26
CASE-01826,CIT-01733,AGY-048,permit_review,open,2026-08-21
CASE-01827,CIT-03587,AGY-015,permit_review,pending_decision,2026-04-09
CASE-01828,CIT-06938,AGY-015,benefit_application,closed,2026-03-22
CASE-01829,CIT-08206,AGY-003,permit_review,pending_decision,2026-06-08
CASE-01830,CIT-00328,AGY-024,benefit_application,under_review,2026-08-20
CASE-01831,CIT-08199,AGY-010,license_renewal,under_review,2026-08-27
CASE-01832,CIT-09207,AGY-046,permit_review,pending_decision,2026-01-08
CASE-01833,CIT-02700,AGY-029,license_renewal,under_review,2026-01-08
CASE-01834,CIT-09056,AGY-044,zoning_variance,open,2026-06-24
CASE-01835,CIT-09620,AGY-004,benefit_application,open,2026-02-09
CASE-01836,CIT-06744,AGY-034,license_renewal,open,2026-08-25
CASE-01837,CIT-02176,AGY-046,license_renewal,pending_decision,2026-04-03
CASE-01838,CIT-01552,AGY-047,zoning_variance,closed,2026-02-26
CASE-01839,CIT-01112,AGY-046,permit_review,pending_decision,2026-04-25
CASE-01840,CIT-07267,AGY-022,permit_review,open,2026-06-02
CASE-01841,CIT-06645,AGY-036,permit_review,pending_decision,2026-05-17
CASE-01842,CIT-08843,AGY-040,zoning_variance,pending_decision,2026-01-05
CASE-01843,CIT-05115,AGY-023,permit_review,under_review,2026-07-20
CASE-01844,CIT-09887,AGY-049,zoning_variance,closed,2026-07-04
CASE-01845,CIT-03184,AGY-010,permit_review,open,2026-04-23
CASE-01846,CIT-05169,AGY-050,permit_review,under_review,2026-08-01
CASE-01847,CIT-07496,AGY-032,benefit_application,open,2026-07-03
CASE-01848,CIT-01537,AGY-047,benefit_application,pending_decision,2026-01-25
CASE-01849,CIT-08396,AGY-038,benefit_application,pending_decision,2026-08-07
CASE-01850,CIT-08727,AGY-012,benefit_application,open,2026-06-01
CASE-01851,CIT-04959,AGY-034,zoning_variance,closed,2026-02-07
CASE-01852,CIT-01317,AGY-005,zoning_variance,open,2026-08-10
CASE-01853,CIT-07959,AGY-039,permit_review,closed,2026-03-26
CASE-01854,CIT-09967,AGY-048,permit_review,under_review,2026-05-09
CASE-01855,CIT-00855,AGY-020,zoning_variance,under_review,2026-05-14
CASE-01856,CIT-06869,AGY-022,zoning_variance,pending_decision,2026-03-06
CASE-01857,CIT-00846,AGY-001,license_renewal,open,2026-02-17
CASE-01858,CIT-07620,AGY-041,zoning_variance,closed,2026-01-07
CASE-01859,CIT-05367,AGY-008,benefit_application,open,2026-04-24
CASE-01860,CIT-06823,AGY-017,license_renewal,under_review,2026-06-01
CASE-01861,CIT-00839,AGY-035,permit_review,closed,2026-01-11
CASE-01862,CIT-07779,AGY-032,zoning_variance,pending_decision,2026-06-27
CASE-01863,CIT-09411,AGY-029,license_renewal,pending_decision,2026-07-23
CASE-01864,CIT-09735,AGY-039,benefit_application,closed,2026-04-17
CASE-01865,CIT-07970,AGY-009,benefit_application,closed,2026-06-10
CASE-01866,CIT-02948,AGY-014,license_renewal,pending_decision,2026-07-27
CASE-01867,CIT-05511,AGY-013,license_renewal,pending_decision,2026-01-09
CASE-01868,CIT-05395,AGY-028,permit_review,open,2026-02-05
CASE-01869,CIT-03450,AGY-015,benefit_application,closed,2026-07-06
CASE-01870,CIT-08287,AGY-033,benefit_application,open,2026-04-24
CASE-01871,CIT-00879,AGY-039,zoning_variance,under_review,2026-08-12
CASE-01872,CIT-09232,AGY-016,license_renewal,open,2026-01-20
CASE-01873,CIT-07190,AGY-036,license_renewal,under_review,2026-03-23
CASE-01874,CIT-09154,AGY-048,license_renewal,pending_decision,2026-01-26
CASE-01875,CIT-08392,AGY-048,zoning_variance,pending_decision,2026-06-14
CASE-01876,CIT-04122,AGY-008,zoning_variance,open,2026-06-05
CASE-01877,CIT-07410,AGY-025,benefit_application,closed,2026-03-16
CASE-01878,CIT-08003,AGY-045,license_renewal,open,2026-04-16
CASE-01879,CIT-00635,AGY-010,benefit_application,closed,2026-08-10
CASE-01880,CIT-08438,AGY-026,permit_review,open,2026-03-28
CASE-01881,CIT-08782,AGY-047,zoning_variance,closed,2026-03-06
CASE-01882,CIT-01953,AGY-049,permit_review,pending_decision,2026-05-18
CASE-01883,CIT-08711,AGY-033,benefit_application,pending_decision,2026-04-21
CASE-01884,CIT-02170,AGY-044,benefit_application,under_review,2026-02-15
CASE-01885,CIT-08063,AGY-017,zoning_variance,pending_decision,2026-08-22
CASE-01886,CIT-06682,AGY-009,license_renewal,closed,2026-01-05
CASE-01887,CIT-01326,AGY-045,license_renewal,pending_decision,2026-05-21
CASE-01888,CIT-09537,AGY-008,zoning_variance,pending_decision,2026-07-13
CASE-01889,CIT-02765,AGY-030,zoning_variance,open,2026-04-27
CASE-01890,CIT-05308,AGY-009,zoning_variance,open,2026-01-13
CASE-01891,CIT-02363,AGY-009,zoning_variance,under_review,2026-06-25
CASE-01892,CIT-08027,AGY-021,zoning_variance,closed,2026-04-07
CASE-01893,CIT-09087,AGY-041,permit_review,closed,2026-04-15
CASE-01894,CIT-04730,AGY-020,zoning_variance,closed,2026-01-07
CASE-01895,CIT-07978,AGY-040,license_renewal,open,2026-06-14
CASE-01896,CIT-06096,AGY-032,zoning_variance,pending_decision,2026-01-19
CASE-01897,CIT-03582,AGY-033,permit_review,under_review,2026-07-23
CASE-01898,CIT-02190,AGY-040,zoning_variance,closed,2026-07-06
CASE-01899,CIT-00925,AGY-048,zoning_variance,open,2026-01-20
CASE-01900,CIT-08821,AGY-008,permit_review,under_review,2026-01-05
CASE-01901,CIT-00192,AGY-019,license_renewal,pending_decision,2026-04-23
CASE-01902,CIT-07917,AGY-035,permit_review,open,2026-03-06
CASE-01903,CIT-04983,AGY-047,zoning_variance,open,2026-05-28
CASE-01904,CIT-00282,AGY-006,benefit_application,under_review,2026-08-06
CASE-01905,CIT-04482,AGY-039,zoning_variance,closed,2026-01-16
CASE-01906,CIT-03678,AGY-035,permit_review,pending_decision,2026-02-16
CASE-01907,CIT-02980,AGY-004,zoning_variance,open,2026-08-18
CASE-01908,CIT-09340,AGY-012,benefit_application,open,2026-05-24
CASE-01909,CIT-08246,AGY-007,license_renewal,under_review,2026-07-03
CASE-01910,CIT-06833,AGY-035,permit_review,pending_decision,2026-06-15
CASE-01911,CIT-02099,AGY-029,permit_review,pending_decision,2026-01-27
CASE-01912,CIT-01106,AGY-039,permit_review,under_review,2026-07-16
CASE-01913,CIT-06776,AGY-012,license_renewal,open,2026-07-08
CASE-01914,CIT-07119,AGY-048,license_renewal,pending_decision,2026-03-01
CASE-01915,CIT-07557,AGY-049,benefit_application,pending_decision,2026-04-07
CASE-01916,CIT-05024,AGY-033,zoning_variance,under_review,2026-02-22
CASE-01917,CIT-00598,AGY-013,benefit_application,under_review,2026-06-03
CASE-01918,CIT-01395,AGY-009,benefit_application,under_review,2026-02-26
CASE-01919,CIT-06722,AGY-032,zoning_variance,under_review,2026-03-05
CASE-01920,CIT-06956,AGY-050,license_renewal,pending_decision,2026-04-14
CASE-01921,CIT-01221,AGY-037,benefit_application,open,2026-04-12
CASE-01922,CIT-01911,AGY-031,permit_review,open,2026-05-16
CASE-01923,CIT-03255,AGY-043,permit_review,closed,2026-03-08
CASE-01924,CIT-05768,AGY-029,zoning_variance,open,2026-04-25
CASE-01925,CIT-06759,AGY-009,license_renewal,under_review,2026-07-01
CASE-01926,CIT-02864,AGY-006,benefit_application,pending_decision,2026-03-03
CASE-01927,CIT-01132,AGY-035,license_renewal,open,2026-05-05
CASE-01928,CIT-06826,AGY-030,benefit_application,pending_decision,2026-08-11
CASE-01929,CIT-07526,AGY-040,zoning_variance,closed,2026-07-20
CASE-01930,CIT-04426,AGY-039,zoning_variance,under_review,2026-07-21
CASE-01931,CIT-01751,AGY-050,zoning_variance,pending_decision,2026-04-26
CASE-01932,CIT-07004,AGY-004,permit_review,pending_decision,2026-08-01
CASE-01933,CIT-09301,AGY-013,license_renewal,closed,2026-04-18
CASE-01934,CIT-06108,AGY-023,zoning_variance,pending_decision,2026-02-15
CASE-01935,CIT-02595,AGY-046,license_renewal,pending_decision,2026-02-19
CASE-01936,CIT-09385,AGY-041,permit_review,closed,2026-03-05
CASE-01937,CIT-04231,AGY-032,license_renewal,open,2026-02-06
CASE-01938,CIT-08547,AGY-027,license_renewal,pending_decision,2026-05-23
CASE-01939,CIT-05971,AGY-046,permit_review,closed,2026-08-19
CASE-01940,CIT-08595,AGY-034,zoning_variance,under_review,2026-07-14
CASE-01941,CIT-03114,AGY-005,benefit_application,closed,2026-01-20
CASE-01942,CIT-00892,AGY-015,permit_review,closed,2026-01-22
CASE-01943,CIT-07010,AGY-027,zoning_variance,closed,2026-04-01
CASE-01944,CIT-00317,AGY-041,permit_review,open,2026-06-27
CASE-01945,CIT-09374,AGY-047,permit_review,closed,2026-04-20
CASE-01946,CIT-06091,AGY-011,zoning_variance,open,2026-04-13
CASE-01947,CIT-06940,AGY-050,permit_review,pending_decision,2026-01-21
CASE-01948,CIT-05749,AGY-049,permit_review,closed,2026-04-28
CASE-01949,CIT-00994,AGY-015,zoning_variance,closed,2026-05-17
CASE-01950,CIT-08867,AGY-023,license_renewal,pending_decision,2026-04-05
CASE-01951,CIT-01842,AGY-044,license_renewal,open,2026-08-11
CASE-01952,CIT-02051,AGY-041,benefit_application,closed,2026-01-25
CASE-01953,CIT-07306,AGY-010,benefit_application,pending_decision,2026-05-21
CASE-01954,CIT-04654,AGY-043,license_renewal,open,2026-06-13
CASE-01955,CIT-09153,AGY-049,permit_review,pending_decision,2026-07-08
CASE-01956,CIT-01683,AGY-001,license_renewal,pending_decision,2026-03-09
CASE-01957,CIT-08537,AGY-021,benefit_application,under_review,2026-05-27
CASE-01958,CIT-09041,AGY-001,benefit_application,open,2026-04-01
CASE-01959,CIT-02118,AGY-014,permit_review,closed,2026-07-13
CASE-01960,CIT-04329,AGY-023,permit_review,open,2026-02-13
CASE-01961,CIT-09468,AGY-032,benefit_application,closed,2026-07-12
CASE-01962,CIT-05977,AGY-030,license_renewal,open,2026-02-08
CASE-01963,CIT-07378,AGY-023,zoning_variance,open,2026-05-18
CASE-01964,CIT-01291,AGY-036,license_renewal,pending_decision,2026-05-23
CASE-01965,CIT-06139,AGY-023,license_renewal,closed,2026-02-20
CASE-01966,CIT-04726,AGY-014,benefit_application,closed,2026-01-13
CASE-01967,CIT-01325,AGY-012,permit_review,under_review,2026-05-27
CASE-01968,CIT-08018,AGY-027,license_renewal,pending_decision,2026-05-02
CASE-01969,CIT-03871,AGY-045,license_renewal,under_review,2026-07-22
CASE-01970,CIT-07447,AGY-009,zoning_variance,open,2026-05-22
CASE-01971,CIT-05291,AGY-014,permit_review,closed,2026-06-03
CASE-01972,CIT-03792,AGY-029,permit_review,under_review,2026-03-12
CASE-01973,CIT-05646,AGY-031,zoning_variance,open,2026-02-24
CASE-01974,CIT-07522,AGY-046,permit_review,open,2026-03-14
CASE-01975,CIT-09090,AGY-011,benefit_application,open,2026-02-22
CASE-01976,CIT-01979,AGY-037,permit_review,pending_decision,2026-07-26
CASE-01977,CIT-07845,AGY-008,benefit_application,pending_decision,2026-03-26
CASE-01978,CIT-00990,AGY-003,permit_review,pending_decision,2026-04-07
CASE-01979,CIT-04438,AGY-040,benefit_application,pending_decision,2026-04-23
CASE-01980,CIT-04125,AGY-019,benefit_application,closed,2026-06-07
CASE-01981,CIT-07513,AGY-048,license_renewal,pending_decision,2026-08-06
CASE-01982,CIT-02084,AGY-042,license_renewal,closed,2026-03-01
CASE-01983,CIT-09495,AGY-035,benefit_application,closed,2026-03-15
CASE-01984,CIT-02211,AGY-012,zoning_variance,pending_decision,2026-08-24
CASE-01985,CIT-01401,AGY-003,license_renewal,under_review,2026-03-27
CASE-01986,CIT-06024,AGY-050,benefit_application,under_review,2026-06-18
CASE-01987,CIT-05529,AGY-022,license_renewal,open,2026-04-07
CASE-01988,CIT-04966,AGY-040,permit_review,pending_decision,2026-03-20
CASE-01989,CIT-06007,AGY-012,benefit_application,under_review,2026-01-14
CASE-01990,CIT-07885,AGY-046,benefit_application,closed,2026-05-09
CASE-01991,CIT-09968,AGY-019,license_renewal,under_review,2026-03-26
