signal_id,product_id,store_id,signal_type,trend_percent,detected_at
SIG-01789,PROD-03578,STORE-0200,decline,-9.1,2026-03-26
SIG-01790,PROD-03711,STORE-0332,seasonal,-27.9,2026-07-09
SIG-01791,PROD-00606,STORE-0401,decline,-11.3,2026-03-25
SIG-01792,PROD-04621,STORE-0382,spike,18.7,2026-03-14
SIG-01793,PROD-01585,STORE-0318,seasonal,27.6,2026-02-02
SIG-01794,PROD-01934,STORE-0184,spike,-36.6,2026-04-19
SIG-01795,PROD-04566,STORE-0211,spike,49.6,2026-03-10
SIG-01796,PROD-01406,STORE-0202,decline,17.1,2026-06-27
SIG-01797,PROD-02382,STORE-0229,decline,55.5,2026-02-17
SIG-01798,PROD-02918,STORE-0289,spike,43.4,2026-05-14
SIG-01799,PROD-04223,STORE-0428,seasonal,8.6,2026-01-22
SIG-01800,PROD-02682,STORE-0446,seasonal,56.7,2026-02-17
SIG-01801,PROD-02714,STORE-0212,seasonal,-22.7,2026-05-08
SIG-01802,PROD-04804,STORE-0274,decline,-13.9,2026-07-22
SIG-01803,PROD-02720,STORE-0490,decline,65.0,2026-03-24
SIG-01804,PROD-04330,STORE-0441,decline,29.4,2026-07-06
SIG-01805,PROD-04840,STORE-0214,spike,-31.2,2026-08-25
SIG-01806,PROD-00961,STORE-0283,spike,-13.1,2026-08-20
SIG-01807,PROD-04584,STORE-0273,seasonal,1.0,2026-03-03
SIG-01808,PROD-02000,STORE-0374,seasonal,47.8,2026-04-23
SIG-01809,PROD-04932,STORE-0097,decline,22.2,2026-05-18
SIG-01810,PROD-01915,STORE-0152,decline,5.2,2026-04-19
SIG-01811,PROD-02250,STORE-0039,seasonal,60.5,2026-07-18
SIG-01812,PROD-03173,STORE-0374,decline,46.6,2026-05-11
SIG-01813,PROD-02060,STORE-0052,spike,76.5,2026-01-10
SIG-01814,PROD-02795,STORE-0281,decline,-14.0,2026-03-24
SIG-01815,PROD-02798,STORE-0352,decline,13.4,2026-04-06
SIG-01816,PROD-04875,STORE-0090,spike,-30.2,2026-08-10
SIG-01817,PROD-03077,STORE-0380,seasonal,46.1,2026-05-06
SIG-01818,PROD-04582,STORE-0494,seasonal,71.1,2026-01-21
SIG-01819,PROD-04110,STORE-0191,spike,-21.6,2026-07-07
SIG-01820,PROD-04910,STORE-0407,seasonal,-3.3,2026-03-26
SIG-01821,PROD-01014,STORE-0130,spike,44.2,2026-04-26
SIG-01822,PROD-02481,STORE-0467,seasonal,58.7,2026-04-14
SIG-01823,PROD-01703,STORE-0254,seasonal,58.7,2026-04-12
SIG-01824,PROD-04357,STORE-0381,seasonal,78.5,2026-06-15
SIG-01825,PROD-04347,STORE-0059,decline,8.4,2026-04-02
SIG-01826,PROD-00994,STORE-0406,seasonal,-1.0,2026-02-26
SIG-01827,PROD-00877,STORE-0299,spike,46.2,2026-05-24
SIG-01828,PROD-02839,STORE-0452,decline,46.3,2026-08-18
SIG-01829,PROD-01981,STORE-0415,spike,50.0,2026-02-20
SIG-01830,PROD-00482,STORE-0345,decline,-21.6,2026-07-03
SIG-01831,PROD-02492,STORE-0277,decline,-6.5,2026-08-15
SIG-01832,PROD-02231,STORE-0131,spike,19.0,2026-04-28
SIG-01833,PROD-00260,STORE-0402,decline,-23.1,2026-02-05
SIG-01834,PROD-04942,STORE-0267,seasonal,52.6,2026-01-13
SIG-01835,PROD-02815,STORE-0411,seasonal,-29.5,2026-01-16
SIG-01836,PROD-01748,STORE-0301,spike,24.5,2026-01-02
SIG-01837,PROD-04959,STORE-0143,spike,49.9,2026-05-22
SIG-01838,PROD-00541,STORE-0295,decline,22.8,2026-04-07
SIG-01839,PROD-04449,STORE-0487,seasonal,51.5,2026-01-15
SIG-01840,PROD-03423,STORE-0358,spike,2.6,2026-02-10
SIG-01841,PROD-01540,STORE-0029,seasonal,70.8,2026-02-22
SIG-01842,PROD-03738,STORE-0048,spike,43.7,2026-01-22
SIG-01843,PROD-02549,STORE-0013,spike,39.5,2026-07-23
SIG-01844,PROD-00049,STORE-0456,spike,-13.9,2026-07-23
SIG-01845,PROD-01562,STORE-0346,seasonal,8.8,2026-03-07
SIG-01846,PROD-04907,STORE-0124,seasonal,74.2,2026-08-04
SIG-01847,PROD-01360,STORE-0271,decline,28.2,2026-03-15
SIG-01848,PROD-04837,STORE-0006,seasonal,62.5,2026-01-10
SIG-01849,PROD-02972,STORE-0469,spike,54.8,2026-02-15
SIG-01850,PROD-00955,STORE-0112,decline,-34.0,2026-08-25
SIG-01851,PROD-04868,STORE-0061,decline,-23.5,2026-04-20
SIG-01852,PROD-01584,STORE-0449,spike,47.6,2026-01-02
SIG-01853,PROD-02561,STORE-0020,decline,-4.4,2026-06-26
SIG-01854,PROD-02251,STORE-0116,seasonal,-7.0,2026-01-08
SIG-01855,PROD-03626,STORE-0256,spike,3.9,2026-08-20
SIG-01856,PROD-01214,STORE-0014,seasonal,76.3,2026-01-24
SIG-01857,PROD-04451,STORE-0423,spike,-7.7,2026-02-22
SIG-01858,PROD-01580,STORE-0414,decline,72.6,2026-05-09
SIG-01859,PROD-01954,STORE-0126,spike,19.1,2026-04-05
SIG-01860,PROD-03331,STORE-0415,decline,43.4,2026-01-26
SIG-01861,PROD-02288,STORE-0050,decline,-17.9,2026-04-06
SIG-01862,PROD-04133,STORE-0388,decline,-33.6,2026-07-26
SIG-01863,PROD-00714,STORE-0387,seasonal,61.4,2026-01-05
SIG-01864,PROD-03386,STORE-0399,decline,68.9,2026-07-03
SIG-01865,PROD-03595,STORE-0020,spike,-35.4,2026-01-13
SIG-01866,PROD-03962,STORE-0441,decline,30.1,2026-03-07
SIG-01867,PROD-00892,STORE-0296,spike,-7.6,2026-06-03
SIG-01868,PROD-03224,STORE-0230,seasonal,-8.8,2026-03-12
SIG-01869,PROD-02393,STORE-0044,decline,-7.7,2026-06-12
SIG-01870,PROD-03651,STORE-0275,decline,-34.1,2026-03-19
SIG-01871,PROD-01811,STORE-0195,spike,79.1,2026-06-15
SIG-01872,PROD-01130,STORE-0050,seasonal,-37.2,2026-07-26
SIG-01873,PROD-00020,STORE-0296,spike,22.3,2026-04-20
SIG-01874,PROD-01440,STORE-0055,decline,-14.7,2026-04-28
SIG-01875,PROD-03198,STORE-0041,seasonal,-17.7,2026-05-20
SIG-01876,PROD-03466,STORE-0422,spike,74.7,2026-03-15
SIG-01877,PROD-02511,STORE-0345,seasonal,-28.3,2026-01-22
SIG-01878,PROD-01650,STORE-0035,seasonal,33.7,2026-04-27
SIG-01879,PROD-02785,STORE-0080,seasonal,-9.9,2026-06-16
SIG-01880,PROD-04395,STORE-0455,decline,65.2,2026-03-15
SIG-01881,PROD-03685,STORE-0084,seasonal,58.8,2026-06-26
SIG-01882,PROD-02140,STORE-0201,decline,77.4,2026-08-27
SIG-01883,PROD-03076,STORE-0003,decline,51.7,2026-04-01
SIG-01884,PROD-00726,STORE-0200,seasonal,-33.6,2026-06-03
SIG-01885,PROD-02432,STORE-0194,seasonal,-31.2,2026-01-01
SIG-01886,PROD-04389,STORE-0388,seasonal,13.9,2026-08-23
SIG-01887,PROD-00282,STORE-0260,seasonal,-1.9,2026-07-10
SIG-01888,PROD-00743,STORE-0005,spike,-18.9,2026-05-22
SIG-01889,PROD-01103,STORE-0269,spike,-7.6,2026-01-18
SIG-01890,PROD-02000,STORE-0023,seasonal,55.3,2026-07-21
SIG-01891,PROD-01452,STORE-0037,spike,35.9,2026-08-07
SIG-01892,PROD-04567,STORE-0439,decline,37.3,2026-06-11
SIG-01893,PROD-02748,STORE-0129,seasonal,-33.9,2026-03-07
SIG-01894,PROD-02281,STORE-0265,decline,74.5,2026-06-17
SIG-01895,PROD-01595,STORE-0026,decline,67.4,2026-02-04
SIG-01896,PROD-03506,STORE-0206,spike,78.5,2026-03-09
SIG-01897,PROD-02908,STORE-0342,seasonal,11.0,2026-01-19
SIG-01898,PROD-01328,STORE-0012,seasonal,-38.7,2026-03-17
SIG-01899,PROD-02338,STORE-0189,decline,69.5,2026-02-11
SIG-01900,PROD-04075,STORE-0468,decline,66.5,2026-01-21
SIG-01901,PROD-02488,STORE-0396,seasonal,34.0,2026-02-20
SIG-01902,PROD-02299,STORE-0295,spike,37.7,2026-06-23
SIG-01903,PROD-01087,STORE-0234,seasonal,34.3,2026-07-27
SIG-01904,PROD-00476,STORE-0311,spike,-37.1,2026-08-03
SIG-01905,PROD-02187,STORE-0174,seasonal,9.5,2026-03-25
SIG-01906,PROD-03533,STORE-0232,decline,-36.5,2026-06-14
SIG-01907,PROD-01316,STORE-0428,decline,78.8,2026-03-03
SIG-01908,PROD-01551,STORE-0289,spike,26.8,2026-08-11
SIG-01909,PROD-04556,STORE-0095,decline,-27.9,2026-03-26
SIG-01910,PROD-01746,STORE-0232,decline,-12.8,2026-06-17
SIG-01911,PROD-02766,STORE-0068,seasonal,-33.2,2026-03-05
SIG-01912,PROD-04357,STORE-0089,spike,-21.3,2026-04-15
SIG-01913,PROD-04278,STORE-0410,seasonal,-35.8,2026-05-20
SIG-01914,PROD-04487,STORE-0241,spike,63.5,2026-03-11
SIG-01915,PROD-03262,STORE-0377,seasonal,47.2,2026-02-19
SIG-01916,PROD-02380,STORE-0294,seasonal,14.5,2026-02-08
SIG-01917,PROD-00220,STORE-0386,seasonal,68.0,2026-04-11
SIG-01918,PROD-00799,STORE-0494,spike,-27.7,2026-01-07
SIG-01919,PROD-01419,STORE-0093,spike,39.0,2026-04-09
SIG-01920,PROD-00936,STORE-0440,spike,-4.0,2026-04-11
SIG-01921,PROD-04469,STORE-0024,spike,70.2,2026-05-21
SIG-01922,PROD-01716,STORE-0087,seasonal,63.0,2026-01-28
SIG-01923,PROD-04379,STORE-0126,seasonal,43.1,2026-08-24
SIG-01924,PROD-00494,STORE-0372,decline,32.0,2026-01-26
SIG-01925,PROD-00922,STORE-0258,decline,12.8,2026-03-14
SIG-01926,PROD-02990,STORE-0308,spike,37.3,2026-06-26
SIG-01927,PROD-02910,STORE-0014,seasonal,-28.2,2026-08-02
SIG-01928,PROD-02778,STORE-0396,spike,22.1,2026-04-06
SIG-01929,PROD-04187,STORE-0224,decline,50.5,2026-07-11
SIG-01930,PROD-03811,STORE-0462,decline,2.9,2026-01-08
SIG-01931,PROD-03497,STORE-0092,decline,60.0,2026-07-14
SIG-01932,PROD-01077,STORE-0320,spike,10.1,2026-08-22
SIG-01933,PROD-01615,STORE-0334,seasonal,66.3,2026-06-09
SIG-01934,PROD-02771,STORE-0218,seasonal,70.6,2026-01-13
SIG-01935,PROD-00989,STORE-0022,decline,35.8,2026-07-18
SIG-01936,PROD-01757,STORE-0460,seasonal,19.6,2026-06-09
SIG-01937,PROD-01144,STORE-0254,seasonal,8.3,2026-04-16
SIG-01938,PROD-01350,STORE-0436,seasonal,60.4,2026-03-13
SIG-01939,PROD-00373,STORE-0337,decline,6.2,2026-06-02
SIG-01940,PROD-01393,STORE-0228,seasonal,-28.4,2026-05-17
SIG-01941,PROD-03703,STORE-0371,spike,56.8,2026-06-18
SIG-01942,PROD-00597,STORE-0153,decline,-35.6,2026-06-13
SIG-01943,PROD-04091,STORE-0156,seasonal,10.7,2026-02-14
SIG-01944,PROD-02668,STORE-0212,spike,-18.1,2026-03-28
SIG-01945,PROD-03198,STORE-0185,decline,59.6,2026-04-28
SIG-01946,PROD-04163,STORE-0097,spike,-19.3,2026-06-25
SIG-01947,PROD-01314,STORE-0269,spike,22.8,2026-06-11
SIG-01948,PROD-00304,STORE-0402,decline,65.9,2026-03-22
SIG-01949,PROD-00361,STORE-0290,spike,44.9,2026-01-24
SIG-01950,PROD-00873,STORE-0366,spike,-13.1,2026-01-16
SIG-01951,PROD-02411,STORE-0491,spike,17.4,2026-03-02
SIG-01952,PROD-01428,STORE-0457,spike,39.2,2026-03-01
SIG-01953,PROD-01957,STORE-0021,spike,76.0,2026-02-01
SIG-01954,PROD-03968,STORE-0227,decline,-31.0,2026-04-25
SIG-01955,PROD-00449,STORE-0027,decline,59.2,2026-01-14
SIG-01956,PROD-02961,STORE-0375,seasonal,31.6,2026-08-05
SIG-01957,PROD-02696,STORE-0463,seasonal,47.7,2026-05-04
SIG-01958,PROD-01782,STORE-0059,spike,-18.2,2026-05-23
SIG-01959,PROD-04960,STORE-0210,spike,-6.5,2026-01-22
SIG-01960,PROD-01796,STORE-0017,seasonal,77.8,2026-02-02
SIG-01961,PROD-00847,STORE-0460,decline,55.3,2026-06-20
SIG-01962,PROD-02762,STORE-0221,decline,67.0,2026-06-25
SIG-01963,PROD-03941,STORE-0393,seasonal,34.3,2026-04-25
SIG-01964,PROD-02391,STORE-0289,spike,41.1,2026-07-25
SIG-01965,PROD-04625,STORE-0196,decline,65.2,2026-05-28
SIG-01966,PROD-04674,STORE-0403,spike,-23.9,2026-04-26
SIG-01967,PROD-00725,STORE-0298,seasonal,-38.8,2026-01-02
SIG-01968,PROD-01752,STORE-0054,decline,-7.5,2026-08-18
SIG-01969,PROD-00877,STORE-0344,seasonal,39.2,2026-07-26
SIG-01970,PROD-00887,STORE-0157,seasonal,37.4,2026-05-21
SIG-01971,PROD-03374,STORE-0193,decline,65.7,2026-02-09
SIG-01972,PROD-01290,STORE-0081,decline,-3.1,2026-01-10
SIG-01973,PROD-04906,STORE-0128,spike,-39.8,2026-03-05
SIG-01974,PROD-02579,STORE-0477,seasonal,9.0,2026-01-16
SIG-01975,PROD-02310,STORE-0091,spike,68.5,2026-06-06
SIG-01976,PROD-01621,STORE-0214,spike,-22.3,2026-07-17
SIG-01977,PROD-04891,STORE-0352,decline,-25.4,2026-07-14
SIG-01978,PROD-03408,STORE-0062,seasonal,25.8,2026-03-12
SIG-01979,PROD-00181,STORE-0113,spike,7.2,2026-03-04
SIG-01980,PROD-04562,STORE-0035,spike,57.8,2026-02-11
SIG-01981,PROD-02016,STORE-0365,seasonal,-15.9,2026-01-08
SIG-01982,PROD-04526,STORE-0289,decline,12.3,2026-05-28
SIG-01983,PROD-04929,STORE-0355,decline,33.1,2026-08-06
SIG-01984,PROD-01151,STORE-0477,spike,-31.9,2026-03-23
SIG-01985,PROD-02358,STORE-0201,decline,21.2,2026-03-17
SIG-01986,PROD-02925,STORE-0142,seasonal,-9.0,2026-07-18
SIG-01987,PROD-02009,STORE-0033,spike,-31.8,2026-03-17
SIG-01988,PROD-02636,STORE-0405,seasonal,-11.2,2026-04-05
SIG-01989,PROD-00224,STORE-0237,decline,-36.3,2026-04-02
SIG-01990,PROD-04326,STORE-0354,spike,78.6,2026-06-15
SIG-01991,PROD-04488,STORE-0085,seasonal,36.4,2026-02-10
SIG-01992,PROD-02232,STORE-0460,seasonal,0.3,2026-07-15
SIG-01993,PROD-00907,STORE-0217,spike,73.3,2026-07-26
SIG-01994,PROD-04822,STORE-0110,spike,78.1,2026-08-21
SIG-01995,PROD-01495,STORE-0364,spike,39.2,2026-05-12
SIG-01996,PROD-04955,STORE-0119,seasonal,-26.5,2026-05-05
SIG-01997,PROD-04478,STORE-0121,seasonal,25.6,2026-05-26
SIG-01998,PROD-00711,STORE-0473,seasonal,57.4,2026-05-15
SIG-01999,PROD-03914,STORE-0145,seasonal,15.9,2026-02-18
SIG-02000,PROD-00396,STORE-0220,spike,51.1,2026-07-26
SIG-02001,PROD-01370,STORE-0439,seasonal,53.8,2026-02-23
SIG-02002,PROD-04745,STORE-0197,seasonal,-32.0,2026-05-27
SIG-02003,PROD-02063,STORE-0085,seasonal,-29.6,2026-07-08
SIG-02004,PROD-01140,STORE-0036,spike,43.4,2026-08-11
SIG-02005,PROD-01764,STORE-0284,seasonal,-1.3,2026-04-10
SIG-02006,PROD-03156,STORE-0292,spike,13.7,2026-03-01
SIG-02007,PROD-04145,STORE-0137,seasonal,-29.8,2026-06-28
SIG-02008,PROD-03960,STORE-0091,seasonal,38.1,2026-03-01
SIG-02009,PROD-01834,STORE-0343,spike,25.8,2026-05-02
SIG-02010,PROD-00930,STORE-0333,seasonal,41.3,2026-06-18
SIG-02011,PROD-01079,STORE-0436,spike,36.9,2026-03-20
SIG-02012,PROD-03066,STORE-0388,seasonal,1.7,2026-06-17
SIG-02013,PROD-04854,STORE-0315,seasonal,24.9,2026-02-12
SIG-02014,PROD-02215,STORE-0437,spike,10.8,2026-05-14
SIG-02015,PROD-02821,STORE-0142,seasonal,-26.7,2026-08-09
SIG-02016,PROD-02017,STORE-0385,seasonal,46.4,2026-07-11
SIG-02017,PROD-03116,STORE-0005,decline,27.1,2026-06-23
SIG-02018,PROD-02072,STORE-0413,decline,-11.4,2026-05-03
SIG-02019,PROD-02722,STORE-0196,seasonal,41.4,2026-02-06
SIG-02020,PROD-03689,STORE-0389,spike,-33.6,2026-02-28
SIG-02021,PROD-00020,STORE-0178,seasonal,-1.1,2026-06-05
SIG-02022,PROD-00554,STORE-0356,decline,-30.7,2026-02-24
SIG-02023,PROD-04073,STORE-0209,seasonal,29.0,2026-08-27
SIG-02024,PROD-03691,STORE-0047,seasonal,49.3,2026-01-01
SIG-02025,PROD-03520,STORE-0143,seasonal,8.8,2026-07-10
SIG-02026,PROD-03272,STORE-0385,decline,21.8,2026-02-26
SIG-02027,PROD-02034,STORE-0274,spike,26.8,2026-06-06
SIG-02028,PROD-04085,STORE-0209,seasonal,16.8,2026-04-13
SIG-02029,PROD-04710,STORE-0308,decline,50.0,2026-08-24
SIG-02030,PROD-04180,STORE-0089,seasonal,70.3,2026-08-17
SIG-02031,PROD-02757,STORE-0172,spike,60.0,2026-01-05
SIG-02032,PROD-02425,STORE-0246,seasonal,29.3,2026-05-01
SIG-02033,PROD-02119,STORE-0018,spike,16.0,2026-07-04
SIG-02034,PROD-03555,STORE-0375,spike,44.8,2026-05-23
SIG-02035,PROD-01791,STORE-0122,seasonal,49.5,2026-05-06
SIG-02036,PROD-01828,STORE-0482,decline,75.0,2026-01-23
SIG-02037,PROD-03904,STORE-0213,spike,43.3,2026-06-13
SIG-02038,PROD-01095,STORE-0052,decline,-35.2,2026-06-05
SIG-02039,PROD-03447,STORE-0020,decline,-0.7,2026-08-03
SIG-02040,PROD-03309,STORE-0370,seasonal,46.2,2026-04-24
SIG-02041,PROD-00550,STORE-0407,seasonal,-32.7,2026-07-01
SIG-02042,PROD-02492,STORE-0462,seasonal,5.8,2026-07-14
SIG-02043,PROD-04487,STORE-0327,spike,38.2,2026-02-09
SIG-02044,PROD-04478,STORE-0365,decline,76.6,2026-05-04
SIG-02045,PROD-03544,STORE-0484,seasonal,6.8,2026-03-11
SIG-02046,PROD-01989,STORE-0451,decline,42.2,2026-07-20
SIG-02047,PROD-00193,STORE-0239,spike,10.9,2026-01-19
SIG-02048,PROD-01939,STORE-0011,seasonal,46.3,2026-01-09
SIG-02049,PROD-00513,STORE-0084,spike,0.1,2026-05-20
SIG-02050,PROD-03654,STORE-0077,decline,42.0,2026-06-17
SIG-02051,PROD-02958,STORE-0334,decline,55.0,2026-04-06
SIG-02052,PROD-04789,STORE-0276,spike,12.9,2026-08-12
SIG-02053,PROD-01685,STORE-0244,seasonal,64.2,2026-08-28
SIG-02054,PROD-04129,STORE-0365,spike,24.4,2026-04-03
SIG-02055,PROD-00764,STORE-0177,spike,6.0,2026-04-08
SIG-02056,PROD-00729,STORE-0284,spike,-7.6,2026-04-06
SIG-02057,PROD-01837,STORE-0061,seasonal,-14.1,2026-06-11
SIG-02058,PROD-01393,STORE-0122,seasonal,44.3,2026-08-24
SIG-02059,PROD-01569,STORE-0287,spike,67.3,2026-05-23
SIG-02060,PROD-02927,STORE-0383,seasonal,43.2,2026-02-27
SIG-02061,PROD-03928,STORE-0236,spike,49.6,2026-05-27
SIG-02062,PROD-02968,STORE-0232,seasonal,10.4,2026-06-05
SIG-02063,PROD-01118,STORE-0339,seasonal,18.0,2026-06-12
SIG-02064,PROD-04743,STORE-0012,spike,6.5,2026-04-15
SIG-02065,PROD-02645,STORE-0159,seasonal,-24.1,2026-03-02
SIG-02066,PROD-00723,STORE-0214,spike,-15.5,2026-03-13
SIG-02067,PROD-00399,STORE-0354,seasonal,-19.3,2026-04-12
SIG-02068,PROD-03411,STORE-0157,decline,61.7,2026-04-11
SIG-02069,PROD-00943,STORE-0124,spike,-17.5,2026-08-24
SIG-02070,PROD-04800,STORE-0311,seasonal,78.1,2026-06-20
SIG-02071,PROD-02814,STORE-0170,spike,-33.9,2026-04-27
SIG-02072,PROD-01506,STORE-0379,spike,-31.5,2026-05-06
SIG-02073,PROD-04964,STORE-0216,seasonal,-0.5,2026-06-19
SIG-02074,PROD-01240,STORE-0122,decline,58.4,2026-01-18
SIG-02075,PROD-02763,STORE-0253,seasonal,67.2,2026-02-02
SIG-02076,PROD-03493,STORE-0304,spike,64.7,2026-05-09
SIG-02077,PROD-02022,STORE-0304,seasonal,28.4,2026-01-13
SIG-02078,PROD-04981,STORE-0295,spike,-7.0,2026-05-07
SIG-02079,PROD-03551,STORE-0236,spike,18.9,2026-01-20
SIG-02080,PROD-04820,STORE-0426,decline,7.2,2026-01-25
SIG-02081,PROD-03546,STORE-0174,spike,67.8,2026-03-17
SIG-02082,PROD-02027,STORE-0487,decline,-38.1,2026-06-15
SIG-02083,PROD-03257,STORE-0317,seasonal,27.0,2026-07-23
SIG-02084,PROD-02497,STORE-0042,decline,41.7,2026-01-02
SIG-02085,PROD-02761,STORE-0411,spike,11.8,2026-07-26
SIG-02086,PROD-04952,STORE-0413,decline,7.2,2026-08-26
SIG-02087,PROD-02374,STORE-0296,spike,18.2,2026-01-06
SIG-02088,PROD-04855,STORE-0374,spike,38.6,2026-03-08
SIG-02089,PROD-03692,STORE-0239,spike,42.5,2026-04-01
SIG-02090,PROD-03632,STORE-0281,decline,-18.1,2026-01-23
SIG-02091,PROD-00148,STORE-0062,spike,67.0,2026-01-18
SIG-02092,PROD-00605,STORE-0069,seasonal,78.8,2026-08-25
SIG-02093,PROD-04895,STORE-0392,seasonal,23.8,2026-01-15
SIG-02094,PROD-04619,STORE-0144,seasonal,-8.6,2026-03-26
SIG-02095,PROD-04428,STORE-0073,seasonal,17.3,2026-02-19
SIG-02096,PROD-02863,STORE-0158,spike,10.9,2026-08-04
SIG-02097,PROD-02605,STORE-0084,spike,-6.3,2026-07-28
SIG-02098,PROD-03855,STORE-0225,spike,19.5,2026-08-08
SIG-02099,PROD-02679,STORE-0407,spike,23.2,2026-01-28
SIG-02100,PROD-02701,STORE-0152,spike,8.7,2026-04-18
SIG-02101,PROD-03487,STORE-0173,decline,41.2,2026-05-12
SIG-02102,PROD-02219,STORE-0485,decline,74.1,2026-03-23
SIG-02103,PROD-03568,STORE-0203,seasonal,65.5,2026-04-26
SIG-02104,PROD-02393,STORE-0366,decline,68.6,2026-04-26
SIG-02105,PROD-00669,STORE-0445,spike,54.0,2026-02-13
SIG-02106,PROD-04337,STORE-0086,spike,57.5,2026-05-16
SIG-02107,PROD-01984,STORE-0146,decline,-21.4,2026-08-14
SIG-02108,PROD-02647,STORE-0259,spike,55.9,2026-01-20
SIG-02109,PROD-00461,STORE-0147,spike,45.0,2026-04-28
SIG-02110,PROD-03459,STORE-0103,decline,-23.4,2026-07-26
SIG-02111,PROD-02099,STORE-0082,decline,-14.4,2026-07-01
SIG-02112,PROD-01366,STORE-0376,spike,53.0,2026-06-07
SIG-02113,PROD-04286,STORE-0022,decline,-37.3,2026-01-05
SIG-02114,PROD-02214,STORE-0030,spike,-26.4,2026-03-15
SIG-02115,PROD-04317,STORE-0210,decline,56.1,2026-04-25
SIG-02116,PROD-01096,STORE-0236,decline,-14.9,2026-06-05
SIG-02117,PROD-04686,STORE-0008,spike,-16.6,2026-02-07
SIG-02118,PROD-03786,STORE-0252,seasonal,-2.8,2026-07-06
SIG-02119,PROD-03822,STORE-0327,spike,-30.5,2026-03-27
SIG-02120,PROD-02685,STORE-0008,spike,28.9,2026-04-28
SIG-02121,PROD-04772,STORE-0314,spike,37.2,2026-07-09
SIG-02122,PROD-04135,STORE-0042,decline,48.5,2026-03-27
SIG-02123,PROD-00542,STORE-0052,spike,52.4,2026-03-12
SIG-02124,PROD-00968,STORE-0191,seasonal,-34.4,2026-03-16
SIG-02125,PROD-00561,STORE-0037,decline,75.1,2026-05-25
SIG-02126,PROD-02862,STORE-0348,spike,-35.5,2026-06-22
SIG-02127,PROD-00041,STORE-0137,spike,75.5,2026-07-07
SIG-02128,PROD-01819,STORE-0149,spike,-31.3,2026-02-05
SIG-02129,PROD-01813,STORE-0362,decline,18.6,2026-02-21
SIG-02130,PROD-00807,STORE-0305,seasonal,35.5,2026-08-03
SIG-02131,PROD-02005,STORE-0107,spike,-31.1,2026-01-06
SIG-02132,PROD-01512,STORE-0042,seasonal,31.8,2026-04-14
SIG-02133,PROD-01984,STORE-0188,seasonal,27.7,2026-06-08
SIG-02134,PROD-03754,STORE-0102,seasonal,62.2,2026-03-24
SIG-02135,PROD-04238,STORE-0043,spike,-3.8,2026-05-26
SIG-02136,PROD-04339,STORE-0492,spike,10.6,2026-07-28
SIG-02137,PROD-01813,STORE-0414,spike,35.2,2026-06-18
SIG-02138,PROD-04187,STORE-0104,seasonal,65.2,2026-03-03
SIG-02139,PROD-00927,STORE-0043,spike,32.0,2026-06-14
SIG-02140,PROD-03160,STORE-0088,seasonal,56.8,2026-04-03
SIG-02141,PROD-00369,STORE-0463,seasonal,20.3,2026-02-25
SIG-02142,PROD-01795,STORE-0245,spike,67.1,2026-02-09
SIG-02143,PROD-00188,STORE-0265,spike,42.1,2026-06-10
SIG-02144,PROD-02561,STORE-0135,seasonal,69.2,2026-08-16
SIG-02145,PROD-00574,STORE-0110,decline,64.7,2026-02-26
SIG-02146,PROD-03471,STORE-0257,seasonal,-36.1,2026-01-23
SIG-02147,PROD-04686,STORE-0499,seasonal,-0.2,2026-01-28
SIG-02148,PROD-00049,STORE-0287,spike,38.1,2026-03-17
SIG-02149,PROD-04003,STORE-0175,seasonal,-24.4,2026-08-23
SIG-02150,PROD-00179,STORE-0288,spike,-29.3,2026-02-25
SIG-02151,PROD-03369,STORE-0145,spike,30.5,2026-07-14
SIG-02152,PROD-03173,STORE-0167,spike,59.4,2026-08-21
SIG-02153,PROD-03043,STORE-0380,seasonal,68.2,2026-08-23
SIG-02154,PROD-04839,STORE-0476,decline,-15.3,2026-02-23
SIG-02155,PROD-00452,STORE-0290,spike,76.6,2026-03-16
SIG-02156,PROD-02880,STORE-0120,seasonal,21.5,2026-03-07
SIG-02157,PROD-02402,STORE-0285,seasonal,-31.9,2026-06-10
SIG-02158,PROD-03162,STORE-0231,decline,-34.6,2026-01-02
SIG-02159,PROD-02564,STORE-0244,spike,70.4,2026-06-06
SIG-02160,PROD-00646,STORE-0345,decline,62.9,2026-04-21
SIG-02161,PROD-00737,STORE-0076,spike,11.3,2026-08-04
SIG-02162,PROD-02100,STORE-0130,seasonal,54.3,2026-08-02
SIG-02163,PROD-00218,STORE-0436,seasonal,25.1,2026-03-24
SIG-02164,PROD-01759,STORE-0400,seasonal,-16.9,2026-04-08
SIG-02165,PROD-02868,STORE-0113,seasonal,5.4,2026-08-26
SIG-02166,PROD-01477,STORE-0135,decline,-10.8,2026-07-01
SIG-02167,PROD-02669,STORE-0040,spike,-3.7,2026-08-16
SIG-02168,PROD-02398,STORE-0444,spike,57.9,2026-06-01
SIG-02169,PROD-02007,STORE-0145,decline,1.1,2026-01-24
SIG-02170,PROD-03901,STORE-0212,seasonal,-6.8,2026-07-19
SIG-02171,PROD-03618,STORE-0022,spike,32.0,2026-01-18
SIG-02172,PROD-00602,STORE-0382,seasonal,46.2,2026-02-07
SIG-02173,PROD-01111,STORE-0373,decline,75.2,2026-01-26
SIG-02174,PROD-01619,STORE-0137,spike,1.9,2026-08-02
SIG-02175,PROD-04051,STORE-0304,seasonal,69.4,2026-07-19
